support,itemsets
0.0033607057482071233,"frozenset({'grape sharks (sour)', 'strawberry rings (sour)'})"
0.0033607057482071233,"frozenset({'orange hearts (sour)', 'grape sharks (sugared)'})"
0.003350703647766031,"frozenset({'strawberry hearts (sour)', 'orange sharks (sugared)'})"
0.003350703647766031,"frozenset({'apple hearts (sugared)', 'blueberry rings (sugared)'})"
0.003350703647766031,"frozenset({'orange hearts (sour)', 'strawberry rings (sugared)'})"
0.003350703647766031,"frozenset({'apple bears (sour)', 'apple worms (sour)'})"
0.003350703647766031,"frozenset({'blueberry worms (sugared)', 'orange hearts (sugared)'})"
0.003340701547324938,"frozenset({'blueberry bears (sugared)', 'strawberry bears (sour)'})"
0.003340701547324938,"frozenset({'strawberry worms (sour)', 'grape hearts (sugared)'})"
0.003340701547324938,"frozenset({'orange hearts (sour)', 'orange worms (sugared)'})"
0.003340701547324938,"frozenset({'grape sharks (sour)', 'grape hearts (sour)'})"
0.003330699446883846,"frozenset({'apple worms (sugared)', 'grape sharks (sour)'})"
0.003330699446883846,"frozenset({'strawberry worms (sour)', 'blueberry sharks (sour)'})"
0.003330699446883846,"frozenset({'grape bears (sour)', 'strawberry bears (sour)'})"
0.003330699446883846,"frozenset({'orange rings (sugared)', 'apple sharks (sour)'})"
0.003330699446883846,"frozenset({'apple bears (sour)', 'grape bears (sugared)'})"
0.003330699446883846,"frozenset({'orange rings (sugared)', 'grape rings (sugared)'})"
0.003330699446883846,"frozenset({'blueberry hearts (sour)', 'orange rings (sour)'})"
0.003330699446883846,"frozenset({'apple sharks (sugared)', 'grape worms (sugared)'})"
0.003330699446883846,"frozenset({'blueberry rings (sour)', 'orange worms (sugared)'})"
0.003330699446883846,"frozenset({'apple bears (sugared)', 'apple worms (sour)'})"
0.003330699446883846,"frozenset({'strawberry hearts (sugared)', 'grape worms (sugared)'})"
0.003330699446883846,"frozenset({'apple hearts (sugared)', 'orange hearts (sugared)'})"
0.003320697346442753,"frozenset({'grape bears (sour)', 'apple rings (sour)'})"
0.003320697346442753,"frozenset({'orange worms (sugared)', 'grape bears (sugared)'})"
0.003320697346442753,"frozenset({'apple bears (sour)', 'orange rings (sour)'})"
0.003320697346442753,"frozenset({'apple bears (sour)', 'grape worms (sour)'})"
0.003320697346442753,"frozenset({'grape worms (sour)', 'apple sharks (sugared)'})"
0.003320697346442753,"frozenset({'blueberry bears (sugared)', 'apple bears (sugared)'})"
0.003320697346442753,"frozenset({'apple worms (sugared)', 'apple bears (sugared)'})"
0.003320697346442753,"frozenset({'blueberry hearts (sour)', 'strawberry bears (sugared)'})"
0.0033106952460016602,"frozenset({'orange sharks (sour)', 'orange bears (sour)'})"
0.0033106952460016602,"frozenset({'grape worms (sugared)', 'strawberry rings (sugared)'})"
0.0033106952460016602,"frozenset({'blueberry worms (sour)', 'grape worms (sugared)'})"
0.0033106952460016602,"frozenset({'orange worms (sugared)', 'apple worms (sour)'})"
0.0033106952460016602,"frozenset({'orange sharks (sugared)', 'grape bears (sugared)'})"
0.0033106952460016602,"frozenset({'apple rings (sugared)', 'apple rings (sour)'})"
0.0033106952460016602,"frozenset({'apple rings (sugared)', 'grape worms (sour)'})"
0.0033106952460016602,"frozenset({'blueberry sharks (sugared)', 'blueberry hearts (sugared)'})"
0.0033106952460016602,"frozenset({'blueberry worms (sugared)', 'apple bears (sugared)'})"
0.0033106952460016602,"frozenset({'apple bears (sugared)', 'apple sharks (sugared)'})"
0.0033106952460016602,"frozenset({'apple rings (sugared)', 'orange worms (sour)'})"
0.003300693145560568,"frozenset({'apple hearts (sour)', 'orange sharks (sugared)'})"
0.003300693145560568,"frozenset({'blueberry sharks (sugared)', 'orange rings (sugared)'})"
0.003300693145560568,"frozenset({'strawberry bears (sugared)', 'strawberry sharks (sugared)'})"
0.003300693145560568,"frozenset({'grape hearts (sugared)', 'grape rings (sugared)'})"
0.003300693145560568,"frozenset({'strawberry sharks (sour)', 'grape bears (sour)'})"
0.003300693145560568,"frozenset({'blueberry hearts (sour)', 'blueberry rings (sugared)'})"
0.003300693145560568,"frozenset({'strawberry sharks (sour)', 'blueberry sharks (sour)'})"
0.003300693145560568,"frozenset({'strawberry hearts (sour)', 'orange rings (sugared)'})"
0.003300693145560568,"frozenset({'apple sharks (sugared)', 'grape rings (sugared)'})"
0.003300693145560568,"frozenset({'orange hearts (sour)', 'blueberry hearts (sugared)'})"
0.003300693145560568,"frozenset({'apple worms (sugared)', 'apple rings (sour)'})"
0.003290691045119475,"frozenset({'grape hearts (sugared)', 'apple worms (sour)'})"
0.003290691045119475,"frozenset({'strawberry sharks (sour)', 'apple bears (sugared)'})"
0.003290691045119475,"frozenset({'orange worms (sugared)', 'apple hearts (sour)'})"
0.003290691045119475,"frozenset({'orange worms (sugared)', 'orange sharks (sugared)'})"
0.003290691045119475,"frozenset({'apple bears (sour)', 'grape bears (sour)'})"
0.003290691045119475,"frozenset({'apple bears (sugared)', 'orange bears (sour)'})"
0.003290691045119475,"frozenset({'blueberry sharks (sugared)', 'apple hearts (sour)'})"
0.003290691045119475,"frozenset({'apple hearts (sugared)', 'strawberry worms (sugared)'})"
0.003290691045119475,"frozenset({'blueberry hearts (sour)', 'apple hearts (sour)'})"
0.003290691045119475,"frozenset({'grape bears (sour)', 'blueberry sharks (sour)'})"
0.003290691045119475,"frozenset({'grape sharks (sour)', 'orange sharks (sour)'})"
0.003290691045119475,"frozenset({'apple rings (sugared)', 'grape rings (sugared)'})"
0.003290691045119475,"frozenset({'strawberry hearts (sugared)', 'grape bears (sugared)'})"
0.0032806889446783823,"frozenset({'apple bears (sugared)', 'grape rings (sugared)'})"
0.0032806889446783823,"frozenset({'grape hearts (sour)', 'apple worms (sour)'})"
0.0032806889446783823,"frozenset({'grape worms (sugared)', 'apple rings (sour)'})"
0.0032806889446783823,"frozenset({'grape hearts (sugared)', 'strawberry sharks (sour)'})"
0.0032806889446783823,"frozenset({'apple hearts (sugared)', 'blueberry bears (sugared)'})"
0.0032806889446783823,"frozenset({'apple worms (sugared)', 'strawberry bears (sour)'})"
0.0032806889446783823,"frozenset({'orange hearts (sugared)', 'apple sharks (sugared)'})"
0.0032806889446783823,"frozenset({'blueberry hearts (sour)', 'strawberry bears (sour)'})"
0.0032806889446783823,"frozenset({'orange sharks (sour)', 'apple worms (sour)'})"
0.0032806889446783823,"frozenset({'grape bears (sour)', 'grape worms (sugared)'})"
0.0032806889446783823,"frozenset({'orange rings (sugared)', 'grape bears (sugared)'})"
0.0032806889446783823,"frozenset({'apple sharks (sour)', 'grape worms (sugared)'})"
0.0032806889446783823,"frozenset({'strawberry sharks (sour)', 'blueberry bears (sugared)'})"
0.0032806889446783823,"frozenset({'orange worms (sugared)', 'strawberry rings (sugared)'})"
0.0032806889446783823,"frozenset({'apple bears (sugared)', 'strawberry sharks (sugared)'})"
0.0032806889446783823,"frozenset({'orange rings (sugared)', 'grape worms (sugared)'})"
0.00327068684423729,"frozenset({'orange hearts (sour)', 'apple bears (sugared)'})"
0.00327068684423729,"frozenset({'grape hearts (sugared)', 'orange hearts (sour)'})"
0.00327068684423729,"frozenset({'strawberry hearts (sour)', 'orange hearts (sour)'})"
0.00327068684423729,"frozenset({'blueberry rings (sour)', 'orange rings (sour)'})"
0.00327068684423729,"frozenset({'apple hearts (sugared)', 'blueberry bears (sour)'})"
0.00327068684423729,"frozenset({'orange worms (sugared)', 'grape sharks (sugared)'})"
0.00327068684423729,"frozenset({'apple hearts (sugared)', 'apple hearts (sour)'})"
0.00327068684423729,"frozenset({'strawberry worms (sour)', 'blueberry hearts (sour)'})"
0.00327068684423729,"frozenset({'grape sharks (sour)', 'strawberry bears (sour)'})"
0.00327068684423729,"frozenset({'orange sharks (sugared)', 'apple sharks (sugared)'})"
0.00327068684423729,"frozenset({'blueberry rings (sugared)', 'grape rings (sugared)'})"
0.003260684743796197,"frozenset({'blueberry sharks (sugared)', 'strawberry sharks (sugared)'})"
0.003260684743796197,"frozenset({'grape bears (sugared)', 'strawberry sharks (sugared)'})"
0.003260684743796197,"frozenset({'blueberry bears (sour)', 'apple sharks (sour)'})"
0.003260684743796197,"frozenset({'grape worms (sour)', 'orange bears (sour)'})"
0.003260684743796197,"frozenset({'apple hearts (sugared)', 'orange hearts (sour)'})"
0.003260684743796197,"frozenset({'strawberry hearts (sour)', 'orange rings (sour)'})"
0.003260684743796197,"frozenset({'orange bears (sugared)', 'strawberry sharks (sugared)'})"
0.003260684743796197,"frozenset({'apple worms (sugared)', 'orange sharks (sugared)'})"
0.003260684743796197,"frozenset({'blueberry sharks (sour)', 'strawberry rings (sour)'})"
0.003260684743796197,"frozenset({'apple sharks (sugared)', 'apple worms (sour)'})"
0.003260684743796197,"frozenset({'grape hearts (sugared)', 'blueberry sharks (sugared)'})"
0.003260684743796197,"frozenset({'strawberry worms (sour)', 'apple rings (sugared)'})"
0.003260684743796197,"frozenset({'strawberry worms (sugared)', 'apple worms (sour)'})"
0.003260684743796197,"frozenset({'orange worms (sugared)', 'grape rings (sour)'})"
0.003260684743796197,"frozenset({'strawberry hearts (sugared)', 'blueberry bears (sugared)'})"
0.003260684743796197,"frozenset({'grape sharks (sour)', 'apple rings (sour)'})"
0.0032506826433551044,"frozenset({'apple sharks (sour)', 'grape bears (sour)'})"
0.0032506826433551044,"frozenset({'grape sharks (sour)', 'blueberry sharks (sugared)'})"
0.0032506826433551044,"frozenset({'grape sharks (sour)', 'blueberry hearts (sour)'})"
0.0032506826433551044,"frozenset({'apple hearts (sugared)', 'orange worms (sour)'})"
0.0032506826433551044,"frozenset({'orange rings (sour)', 'apple worms (sour)'})"
0.0032506826433551044,"frozenset({'apple bears (sour)', 'apple hearts (sugared)'})"
0.0032506826433551044,"frozenset({'strawberry sharks (sour)', 'orange sharks (sugared)'})"
0.0032506826433551044,"frozenset({'blueberry rings (sour)', 'blueberry worms (sugared)'})"
0.0032506826433551044,"frozenset({'blueberry sharks (sugared)', 'orange hearts (sugared)'})"
0.0032506826433551044,"frozenset({'grape sharks (sour)', 'grape worms (sour)'})"
0.0032506826433551044,"frozenset({'strawberry bears (sugared)', 'grape worms (sour)'})"
0.0032506826433551044,"frozenset({'orange worms (sugared)', 'apple bears (sugared)'})"
0.0032506826433551044,"frozenset({'strawberry sharks (sour)', 'apple hearts (sour)'})"
0.0032506826433551044,"frozenset({'orange hearts (sour)', 'grape worms (sugared)'})"
0.0032506826433551044,"frozenset({'grape hearts (sour)', 'grape worms (sugared)'})"
0.0032506826433551044,"frozenset({'apple rings (sugared)', 'blueberry worms (sour)'})"
0.0032506826433551044,"frozenset({'orange rings (sugared)', 'blueberry sharks (sour)'})"
0.0032506826433551044,"frozenset({'blueberry sharks (sugared)', 'blueberry bears (sugared)'})"
0.0032506826433551044,"frozenset({'apple hearts (sugared)', 'grape bears (sour)'})"
0.0032506826433551044,"frozenset({'apple sharks (sugared)', 'grape rings (sour)'})"
0.0032506826433551044,"frozenset({'blueberry hearts (sour)', 'blueberry hearts (sugared)'})"
0.003240680542914012,"frozenset({'grape hearts (sour)', 'apple rings (sour)'})"
0.003240680542914012,"frozenset({'blueberry rings (sour)', 'grape bears (sour)'})"
0.003240680542914012,"frozenset({'apple worms (sugared)', 'strawberry sharks (sour)'})"
0.003240680542914012,"frozenset({'blueberry sharks (sugared)', 'orange worms (sugared)'})"
0.003240680542914012,"frozenset({'orange bears (sour)', 'strawberry rings (sugared)'})"
0.003240680542914012,"frozenset({'blueberry bears (sour)', 'blueberry bears (sugared)'})"
0.003240680542914012,"frozenset({'strawberry worms (sour)', 'apple worms (sugared)'})"
0.003240680542914012,"frozenset({'orange bears (sour)', 'apple rings (sour)'})"
0.003240680542914012,"frozenset({'blueberry rings (sour)', 'orange worms (sour)'})"
0.003240680542914012,"frozenset({'apple bears (sour)', 'blueberry bears (sugared)'})"
0.003240680542914012,"frozenset({'strawberry bears (sugared)', 'grape sharks (sugared)'})"
0.003240680542914012,"frozenset({'apple rings (sour)', 'strawberry rings (sugared)'})"
0.003240680542914012,"frozenset({'strawberry worms (sour)', 'grape hearts (sour)'})"
0.003240680542914012,"frozenset({'strawberry bears (sour)', 'grape rings (sugared)'})"
0.003240680542914012,"frozenset({'strawberry hearts (sour)', 'grape hearts (sugared)'})"
0.0032306784424729193,"frozenset({'apple rings (sugared)', 'strawberry sharks (sour)'})"
0.0032306784424729193,"frozenset({'apple bears (sour)', 'grape sharks (sour)'})"
0.0032306784424729193,"frozenset({'apple hearts (sour)', 'orange hearts (sugared)'})"
0.0032306784424729193,"frozenset({'strawberry sharks (sour)', 'orange bears (sour)'})"
0.0032306784424729193,"frozenset({'orange rings (sugared)', 'apple rings (sour)'})"
0.0032306784424729193,"frozenset({'blueberry bears (sugared)', 'apple worms (sour)'})"
0.0032306784424729193,"frozenset({'orange hearts (sour)', 'blueberry sharks (sugared)'})"
0.0032306784424729193,"frozenset({'orange sharks (sugared)', 'blueberry bears (sugared)'})"
0.0032306784424729193,"frozenset({'grape worms (sour)', 'blueberry bears (sugared)'})"
0.0032306784424729193,"frozenset({'strawberry hearts (sour)', 'grape worms (sour)'})"
0.0032306784424729193,"frozenset({'blueberry worms (sour)', 'strawberry rings (sugared)'})"
0.0032306784424729193,"frozenset({'apple rings (sugared)', 'orange bears (sugared)'})"
0.0032306784424729193,"frozenset({'orange worms (sugared)', 'orange bears (sour)'})"
0.0032206763420318265,"frozenset({'blueberry rings (sugared)', 'orange rings (sour)'})"
0.0032206763420318265,"frozenset({'apple rings (sugared)', 'blueberry sharks (sugared)'})"
0.0032206763420318265,"frozenset({'grape worms (sour)', 'orange sharks (sour)'})"
0.0032206763420318265,"frozenset({'orange rings (sugared)', 'orange sharks (sugared)'})"
0.0032206763420318265,"frozenset({'grape hearts (sugared)', 'blueberry hearts (sour)'})"
0.0032206763420318265,"frozenset({'strawberry hearts (sour)', 'grape hearts (sour)'})"
0.0032206763420318265,"frozenset({'grape hearts (sugared)', 'grape bears (sugared)'})"
0.0032206763420318265,"frozenset({'blueberry bears (sugared)', 'apple rings (sour)'})"
0.0032206763420318265,"frozenset({'blueberry worms (sugared)', 'grape worms (sour)'})"
0.0032206763420318265,"frozenset({'grape bears (sour)', 'apple worms (sour)'})"
0.0032206763420318265,"frozenset({'apple bears (sour)', 'strawberry hearts (sugared)'})"
0.0032206763420318265,"frozenset({'blueberry sharks (sugared)', 'orange bears (sour)'})"
0.0032206763420318265,"frozenset({'grape sharks (sugared)', 'grape rings (sour)'})"
0.0032206763420318265,"frozenset({'apple bears (sugared)', 'strawberry rings (sugared)'})"
0.003210674241590734,"frozenset({'orange hearts (sour)', 'grape worms (sour)'})"
0.003210674241590734,"frozenset({'strawberry sharks (sour)', 'grape bears (sugared)'})"
0.003210674241590734,"frozenset({'orange sharks (sour)', 'strawberry sharks (sugared)'})"
0.003210674241590734,"frozenset({'grape bears (sugared)', 'apple sharks (sugared)'})"
0.003210674241590734,"frozenset({'blueberry hearts (sugared)', 'strawberry rings (sugared)'})"
0.003210674241590734,"frozenset({'grape hearts (sugared)', 'blueberry bears (sugared)'})"
0.003210674241590734,"frozenset({'grape hearts (sugared)', 'apple hearts (sour)'})"
0.003210674241590734,"frozenset({'blueberry bears (sugared)', 'blueberry worms (sour)'})"
0.003210674241590734,"frozenset({'grape sharks (sugared)', 'grape worms (sugared)'})"
0.003210674241590734,"frozenset({'grape hearts (sour)', 'strawberry sharks (sugared)'})"
0.003210674241590734,"frozenset({'blueberry hearts (sour)', 'blueberry bears (sugared)'})"
0.003210674241590734,"frozenset({'strawberry hearts (sour)', 'strawberry rings (sour)'})"
0.003210674241590734,"frozenset({'orange hearts (sugared)', 'apple worms (sour)'})"
0.003210674241590734,"frozenset({'grape hearts (sugared)', 'grape worms (sugared)'})"
0.003210674241590734,"frozenset({'strawberry sharks (sour)', 'apple sharks (sugared)'})"
0.003210674241590734,"frozenset({'grape hearts (sugared)', 'orange hearts (sugared)'})"
0.003210674241590734,"frozenset({'grape rings (sour)', 'strawberry rings (sugared)'})"
0.003210674241590734,"frozenset({'strawberry worms (sugared)', 'grape sharks (sour)'})"
0.003210674241590734,"frozenset({'grape worms (sour)', 'apple worms (sour)'})"
0.0032006721411496413,"frozenset({'strawberry hearts (sour)', 'strawberry bears (sour)'})"
0.0032006721411496413,"frozenset({'blueberry hearts (sour)', 'orange rings (sugared)'})"
0.0032006721411496413,"frozenset({'orange worms (sugared)', 'grape worms (sour)'})"
0.0032006721411496413,"frozenset({'blueberry rings (sour)', 'blueberry hearts (sour)'})"
0.0032006721411496413,"frozenset({'blueberry worms (sugared)', 'grape worms (sugared)'})"
0.0032006721411496413,"frozenset({'grape hearts (sour)', 'blueberry hearts (sugared)'})"
0.0032006721411496413,"frozenset({'strawberry worms (sugared)', 'grape sharks (sugared)'})"
0.0032006721411496413,"frozenset({'apple sharks (sour)', 'apple sharks (sugared)'})"
0.0032006721411496413,"frozenset({'orange rings (sugared)', 'apple bears (sugared)'})"
0.0032006721411496413,"frozenset({'orange rings (sour)', 'apple bears (sugared)'})"
0.0032006721411496413,"frozenset({'grape sharks (sour)', 'orange rings (sugared)'})"
0.0032006721411496413,"frozenset({'grape hearts (sugared)', 'orange rings (sour)'})"
0.0032006721411496413,"frozenset({'grape bears (sour)', 'strawberry rings (sour)'})"
0.0032006721411496413,"frozenset({'orange rings (sugared)', 'orange hearts (sugared)'})"
0.0032006721411496413,"frozenset({'blueberry sharks (sugared)', 'grape hearts (sour)'})"
0.0032006721411496413,"frozenset({'orange worms (sugared)', 'grape worms (sugared)'})"
0.0032006721411496413,"frozenset({'grape sharks (sour)', 'orange bears (sour)'})"
0.0032006721411496413,"frozenset({'strawberry worms (sour)', 'strawberry rings (sour)'})"
0.0032006721411496413,"frozenset({'grape hearts (sugared)', 'strawberry sharks (sugared)'})"
0.0032006721411496413,"frozenset({'apple bears (sour)', 'orange worms (sugared)'})"
0.0032006721411496413,"frozenset({'blueberry hearts (sugared)', 'apple sharks (sugared)'})"
0.0032006721411496413,"frozenset({'apple hearts (sugared)', 'grape worms (sugared)'})"
0.0032006721411496413,"frozenset({'grape hearts (sugared)', 'strawberry bears (sugared)'})"
0.003190670040708549,"frozenset({'blueberry sharks (sour)', 'strawberry sharks (sugared)'})"
0.003190670040708549,"frozenset({'blueberry sharks (sour)', 'apple worms (sour)'})"
0.003190670040708549,"frozenset({'grape hearts (sugared)', 'grape rings (sour)'})"
0.003190670040708549,"frozenset({'blueberry hearts (sour)', 'blueberry worms (sugared)'})"
0.003190670040708549,"frozenset({'grape bears (sour)', 'strawberry sharks (sugared)'})"
0.003190670040708549,"frozenset({'grape bears (sour)', 'orange bears (sour)'})"
0.003190670040708549,"frozenset({'strawberry bears (sugared)', 'blueberry sharks (sour)'})"
0.003190670040708549,"frozenset({'orange hearts (sugared)', 'grape rings (sugared)'})"
0.003190670040708549,"frozenset({'blueberry sharks (sugared)', 'strawberry sharks (sour)'})"
0.003190670040708549,"frozenset({'strawberry sharks (sour)', 'blueberry bears (sour)'})"
0.003190670040708549,"frozenset({'strawberry sharks (sour)', 'grape rings (sour)'})"
0.003190670040708549,"frozenset({'strawberry hearts (sour)', 'grape rings (sugared)'})"
0.003190670040708549,"frozenset({'strawberry hearts (sour)', 'apple bears (sugared)'})"
0.003190670040708549,"frozenset({'apple hearts (sugared)', 'grape sharks (sugared)'})"
0.003190670040708549,"frozenset({'apple hearts (sour)', 'blueberry sharks (sour)'})"
0.003190670040708549,"frozenset({'blueberry bears (sour)', 'apple bears (sugared)'})"
0.003190670040708549,"frozenset({'apple hearts (sour)', 'strawberry rings (sour)'})"
0.003190670040708549,"frozenset({'strawberry worms (sugared)', 'strawberry bears (sugared)'})"
0.003190670040708549,"frozenset({'orange hearts (sour)', 'orange hearts (sugared)'})"
0.003190670040708549,"frozenset({'strawberry worms (sugared)', 'orange worms (sour)'})"
0.003180667940267456,"frozenset({'strawberry hearts (sour)', 'orange bears (sugared)'})"
0.003180667940267456,"frozenset({'strawberry sharks (sour)', 'strawberry bears (sour)'})"
0.003180667940267456,"frozenset({'orange worms (sugared)', 'strawberry sharks (sugared)'})"
0.003180667940267456,"frozenset({'apple sharks (sugared)', 'orange bears (sugared)'})"
0.003180667940267456,"frozenset({'blueberry hearts (sugared)', 'apple bears (sugared)'})"
0.003180667940267456,"frozenset({'strawberry hearts (sour)', 'apple sharks (sugared)'})"
0.003180667940267456,"frozenset({'grape worms (sour)', 'orange hearts (sugared)'})"
0.003180667940267456,"frozenset({'orange rings (sour)', 'orange sharks (sour)'})"
0.003180667940267456,"frozenset({'orange sharks (sour)', 'grape bears (sour)'})"
0.003180667940267456,"frozenset({'orange sharks (sour)', 'strawberry rings (sugared)'})"
0.003180667940267456,"frozenset({'grape worms (sour)', 'grape rings (sour)'})"
0.003180667940267456,"frozenset({'orange rings (sugared)', 'strawberry bears (sour)'})"
0.003180667940267456,"frozenset({'orange rings (sugared)', 'orange worms (sugared)'})"
0.003180667940267456,"frozenset({'blueberry bears (sour)', 'strawberry bears (sour)'})"
0.003180667940267456,"frozenset({'grape sharks (sugared)', 'grape worms (sour)'})"
0.003180667940267456,"frozenset({'grape sharks (sugared)', 'apple rings (sour)'})"
0.003180667940267456,"frozenset({'apple rings (sugared)', 'grape worms (sugared)'})"
0.003180667940267456,"frozenset({'orange hearts (sour)', 'blueberry sharks (sour)'})"
0.003180667940267456,"frozenset({'grape sharks (sour)', 'blueberry sharks (sour)'})"
0.003180667940267456,"frozenset({'grape worms (sour)', 'grape worms (sugared)'})"
0.0031706658398263634,"frozenset({'grape sharks (sugared)', 'orange hearts (sugared)'})"
0.0031706658398263634,"frozenset({'strawberry rings (sugared)', 'apple worms (sour)'})"
0.0031706658398263634,"frozenset({'blueberry worms (sour)', 'strawberry rings (sour)'})"
0.0031706658398263634,"frozenset({'blueberry hearts (sugared)', 'blueberry sharks (sour)'})"
0.0031706658398263634,"frozenset({'strawberry hearts (sour)', 'grape rings (sour)'})"
0.0031706658398263634,"frozenset({'orange rings (sugared)', 'apple sharks (sugared)'})"
0.0031706658398263634,"frozenset({'blueberry hearts (sugared)', 'grape rings (sour)'})"
0.0031706658398263634,"frozenset({'strawberry sharks (sour)', 'grape worms (sour)'})"
0.0031706658398263634,"frozenset({'apple rings (sugared)', 'apple sharks (sour)'})"
0.0031706658398263634,"frozenset({'strawberry worms (sour)', 'apple sharks (sour)'})"
0.0031706658398263634,"frozenset({'apple rings (sugared)', 'orange rings (sugared)'})"
0.0031706658398263634,"frozenset({'blueberry sharks (sugared)', 'strawberry bears (sugared)'})"
0.0031706658398263634,"frozenset({'grape hearts (sour)', 'strawberry rings (sugared)'})"
0.0031706658398263634,"frozenset({'blueberry rings (sour)', 'grape hearts (sour)'})"
0.0031706658398263634,"frozenset({'apple worms (sugared)', 'blueberry bears (sour)'})"
0.0031706658398263634,"frozenset({'apple hearts (sour)', 'grape bears (sour)'})"
0.0031706658398263634,"frozenset({'grape hearts (sugared)', 'orange sharks (sour)'})"
0.0031706658398263634,"frozenset({'orange rings (sour)', 'orange sharks (sugared)'})"
0.0031706658398263634,"frozenset({'orange sharks (sugared)', 'apple sharks (sour)'})"
0.0031706658398263634,"frozenset({'blueberry rings (sour)', 'grape sharks (sugared)'})"
0.003160663739385271,"frozenset({'apple bears (sour)', 'blueberry hearts (sugared)'})"
0.003160663739385271,"frozenset({'blueberry sharks (sugared)', 'blueberry worms (sugared)'})"
0.003160663739385271,"frozenset({'strawberry hearts (sour)', 'grape bears (sugared)'})"
0.003160663739385271,"frozenset({'orange rings (sugared)', 'blueberry rings (sugared)'})"
0.003160663739385271,"frozenset({'grape hearts (sugared)', 'orange sharks (sugared)'})"
0.003160663739385271,"frozenset({'grape worms (sour)', 'apple bears (sugared)'})"
0.003160663739385271,"frozenset({'grape sharks (sugared)', 'apple sharks (sugared)'})"
